ID	PhotoDate	PhotoTime	Cohort	Arm          Upper	Arm          Lower	Leg             Upper	Leg             Lower	Head               Length	Head Width	Trunk Length	Trunk Width	Tail Length	Tail Width	
P1030332.JPG	6/8/2013	2012	4	5.009892614	5.093173961	3.418947938	5.788257855	8.408595721	8.480222874	32.29658683	8.873693988	45.33308135	5.545192603	
P1030333.JPG	6/8/2013	2015	4	4.852273385	5.361788601	2.713	4.438962266	7.172122977	7.787233463	25.95785964	7.632861914	35.52781212	4.717421753	
P1030334.JPG	6/8/2013	2021	4	4.536630137	5.288643399	3.256846634	4.620560139	8.131734009	8.474196717	31.36788761	10.00086301	46.57372618	5.492640167	
P1030335.JPG	6/8/2013	2023	4	4.310258693	4.251533606	3.021000166	4.743596631	7.0608326	8.21408942	28.28762401	8.079237897	35.8764679	4.928021104	
P1030336.JPG	6/8/2013	2027	4	5.014781451	5.228696205	2.653335448	5.107704181	6.935527738	7.597022904	27.25790581	7.047698206	37.34703111	4.309320712	
P1030337.JPG	6/8/2013	2032	4	4.512360026	5.151357491	3.301768011	5.810853638	6.805805169	7.675756966	27.45040069	7.55503501	34.465	4.681653127	
P1030338.JPG	6/8/2013	2037	4	3.851560852	4.137499366	2.539255403	5.78538201	6.865665955	7.939081622	26.01700623	7.159442576	31.88705532	3.9264582	
P1030339.JPG	6/8/2013	2039	4	4.401543366	5.277977832	2.075379483	5.239386319	8.865822917	8.405243245	29.89000744	9.394247708	40.21623518	5.887391613	
P1030340.JPG	6/8/2013	2045	4	4.077084865	3.887185743	3.002615527	4.965597044	8.401993632	8.850144462	28.71000564	7.825405101	31.66504461	5.162683992	
P1030341.JPG	6/8/2013	2047	4	3.670393167	4.712565013	2.907423946	4.754913669	8.062170675	7.600741082	26.15933686	7.823245682	34.424	4.460922326	
P1030342.JPG	6/8/2013	2051	4	3.660148221	4.279317936	2.457325579	4.596306343	6.531677426	7.910794777	26.01761534	6.541634352	29.75613271	3.924406962	
P1030343.JPG	6/8/2013	2057	4	3.864415092	4.522127818	2.756483448	5.495190352	6.626529257	8.260516328	28.73469276	8.546474419	36.44767351	4.832126757	
P1030344.JPG	6/8/2013	2101	4	4.33531406	4.23245756	2.718061258	4.827583764	7.148995524	7.669936245	25.55384828	6.841179504	31.44432365	4.586118729	
P1030345.JPG	6/8/2013	2104	4	3.831495008	3.686445578	2.751260257	4.105012789	7.276431062	7.418389313	24.31442339	6.728541149	27.633	4.549058144	
P1030346.JPG	6/8/2013	2118	4	4.282325069	4.411954782	3.085	5.299160877	8.000347805	8.709672152	27.89170015	9.318825033	35.77517101	4.962551158	
P1030347.JPG	6/8/2013	2120	4	4.050654885	4.448870643	3.222983245	5.035453207	7.613071982	7.854602982	26.36729688	8.174493318	31.221	4.785023511	
P1030348.JPG	6/8/2013	2124	4	4.64670636	4.345561068	2.67326093	5.118288777	6.338078337	7.237300947	26.85402623	7.494130837	33.381	3.999072017	
P1030349.JPG	6/8/2013	2126	4	4.017918367	4.673552182	2.720825059	4.556902676	6.911811485	7.936905253	27.54690554	8.491920042	32.27659031	4.74100791	
P1030350.JPG	6/8/2013	2132	4	4.194878425	4.499259717	2.860109264	4.942968541	8.435161883	8.709560092	32.04034646	9.779025003	42.995	6.374389383	
P1030351.JPG	6/8/2013	2136	4	4.523227277	3.836770778	3.076466317	4.633470082	6.873059653	7.508848447	24.74261057	6.675593232	30.8215055	4.480264278	
P1030352.JPG	6/8/2013	2143	4	3.447892835	4.070577969	2.848385508	4.362286556	5.71690983	7.27555613	25.0510903	6.033829464	28.868	3.659283263	
P1030353.JPG	6/8/2013	2146	4	4.740469386	4.5757654	2.658616181	5.364013423	7.338095189	8.012406942	27.00969789	7.841315323	35.93411318	5.327726814	
P1030354.JPG	6/8/2013	2152	4	4.182866601	3.676003264	2.59346043	3.863584087	6.898885272	7.279257448	22.46145269	5.703038664	27.694	3.653982074	
P1030356.JPG	6/8/2013	2155	4	3.786897939	3.77937561	3.071179741	4.419467162	6.88521699	7.28636878	23.51282325	5.207160935	27.238	3.562204093	
P1030357.JPG	6/8/2013	2203	4	4.774577782	4.611283986	3.318265209	4.927463648	8.024062624	8.706847076	28.96521964	9.46216006	37.233	5.172534582	
P1030358.JPG	6/8/2013	2206	4	3.816351268	3.980086682	3.148006512	4.500620068	7.404673119	7.81736407	21.97999386	6.877365339	29.081	4.404	
