ID	Year	Species	Box	Tank	Meta_Date	Measured	Mass	SVL
1	2013	AMAN	1A	1A	5/17/2013	5/17/2013	1.912	41
2	2013	AMAN	23	23	5/19/2013	5/19/2013	1.248	35
3	2013	AMAN	30	30	5/19/2013	5/19/2013	2.418	45
4	2013	AMAN	23-A	23	5/21/2013	5/21/2013	1.373	39
5	2013	AMAN	23-B	23	5/21/2013	5/21/2013	1.559	37
6	2013	AMAN	24-A	24	5/21/2013	5/21/2013	2.112	41
7	2013	AMAN	24-B	24	5/21/2013	5/21/2013	2.119	42
8	2013	AMAN	25-A	25	5/21/2013	5/21/2013	1.892	40
9	2013	AMAN	23-C	23	5/21/2013	5/21/2013	1.244	36
10	2013	AMAN	15-A	15	5/21/2013	5/21/2013	2.643	44
11	2013	AMAN	15-B	15	5/21/2013	5/21/2013	2.315	42
12	2013	AMAN	23-D	23	5/21/2013	5/21/2013	1.22	38
13	2013	AMAN	50-A	50	5/21/2013	5/21/2013	2.925	48
14	2013	AMAN	1A-A	1A	5/21/2013	5/21/2013	1.377	35
15	2013	AMAN	17-A	17	5/21/2013	5/21/2013	2.787	45
16	2013	AMAN	17-B	17	5/21/2013	5/21/2013	3.272	48
17	2013	AMAN	18-A	18	5/21/2013	5/21/2013	2.583	48
18	2013	AMAN	23-E	23	5/21/2013	5/21/2013	1.388	36
19	2013	AMAN	30-A	30	5/21/2013	5/21/2013	2.165	44
20	2013	AMAN	23-F	23	5/21/2013	5/21/2013	1.35	40
21	2013	AMAN	20-A	20	5/21/2013	5/21/2013	1.86	39
22	2013	AMAN	21-A	21	5/21/2013	5/21/2013	2.99	44
23	2013	AMAN	29-A	29	5/21/2013	5/21/2013	1.88	41
24	2013	AMAN	3-A	3	5/21/2013	5/21/2013	2.6	42
25	2013	AMAN	30-B	30	5/21/2013	5/21/2013	2.48	44
26	2013	AMAN	48-A	48	5/21/2013	5/21/2013	2.71	45
27	2013	AMAN	47-A	47	5/21/2013	5/21/2013	3.47	47
28	2013	AMAN	18-B	18	5/21/2013	5/21/2013	2.17	44
29	2013	AMAN	31-A	31	5/21/2013	5/21/2013	2.47	45
30	2013	AMAN	8A-A	8A	5/21/2013	5/21/2013	1.95	42
31	2013	AMAN	37-A	37	5/21/2013	5/21/2013	2.81	47
32	2013	AMAN	10-A	10	5/21/2013	5/21/2013	2.11	46
33	2013	AMAN	17A-A	17A	5/21/2013	5/21/2013	2.27	43
34	2013	AMAN	18A-A	18A	5/21/2013	5/21/2013	2.56	46
35	2013	AMAN	23-A	23	5/22/2013	5/22/2013	1.37	35
36	2013	AMAN	23-B	23	5/22/2013	5/22/2013	1.092	30
37	2013	AMAN	5A	5A	5/22/2013	5/22/2013	1.88	41
38	2013	AMAN	41	41	5/22/2013	5/22/2013	1.529	39
39	2013	AMAN	40-A	40	5/22/2013	5/22/2013	2.39	40
40	2013	AMAN	24	24	5/22/2013	5/22/2013	1.883	41
41	2013	AMAN	28	28	5/22/2013	5/22/2013	2.533	41
42	2013	AMAN	17A-A	17A	5/22/2013	5/22/2013	1.584	36
43	2013	AMAN	42	42	5/22/2013	5/22/2013	2.595	42
44	2013	AMAN	40-B	40	5/22/2013	5/22/2013	2.215	38
45	2013	AMAN	31	31	5/22/2013	5/22/2013	2.64	41
46	2013	AMAN	3	3	5/22/2013	5/22/2013	2.2	39
47	2013	AMAN	21-B	21	5/24/2013	5/24/2013	2.92	47
48	2013	AMAN	31-A	31	5/24/2013	5/24/2013	2.45	38
49	2013	AMAN	39-A	39	5/24/2013	5/24/2013	2.43	43
50	2013	AMAN	40-A	40	5/24/2013	5/24/2013	2.48	45
51	2013	AMAN	12A-A	12A	5/24/2013	5/24/2013	1.549	37
52	2013	AMAN	21-A	21	5/24/2013	5/24/2013	2.999	47
53	2013	AMAN	5A-A	5A	5/24/2013	5/24/2013	1.644	42
54	2013	AMAN	5A-B	5A	5/24/2013	5/24/2013	1.803	41
55	2013	AMAN	29-A	29	5/24/2013	5/24/2013	1.782	40
56	2013	AMAN	6A-A	6A	5/24/2013	5/24/2013	2.323	46
57	2013	AMAN	8A-A	8A	5/24/2013	5/24/2013	1.964	43
58	2013	AMAN	3A-A	3A	5/24/2013	5/24/2013	1.682	39
59	2013	AMAN	18A-A	18A	5/24/2013	5/24/2013	2.266	57
60	2013	AMAN	29-B	29	5/24/2013	5/24/2013	2.06	44
61	2013	AMAN	27-A	27	5/24/2013	5/24/2013	2.994	45
62	2013	AMAN	26-A	26	5/24/2013	5/24/2013	2.97	46
63	2013	AMAN	17-A	17	5/24/2013	5/24/2013	3.72	51
64	2013	AMAN	17-B	17	5/24/2013	5/24/2013	2.973	48
65	2013	AMAN	41-A	41	5/24/2013	5/24/2013	1.865	42
66	2013	AMAN	15-A2	15	5/24/2013	5/24/2013	2.651	47
67	2013	AMAN	23-A	23	5/24/2013	5/24/2013	1.279	37
68	2013	AMAN	50-A	50	5/24/2013	5/24/2013	3.175	50
69	2013	AMAN	18-A	18	5/24/2013	5/24/2013	2.982	45
70	2013	AMAN	15-A	15	5/24/2013	5/24/2013	2.451	46
71	2013	AMAN	30-A	30	5/24/2013	5/24/2013	2.854	47
72	2013	AMAN	30-B	30	5/24/2013	5/24/2013	2.9	46
73	2013	AMAN	30-C	30	5/24/2013	5/24/2013	2.89	48
74	2013	AMAN	4-A	4	5/24/2013	5/24/2013	0.868	36
75	2013	AMAN	28-A	28	5/24/2013	5/24/2013	1.693	40
76	2013	AMAN	28-B	28	5/24/2013	5/24/2013	1.412	37
77	2013	AMAN	27-B	27	5/24/2013	5/24/2013	3.15	46
78	2013	AMAN	24-A	24	5/24/2013	5/24/2013	2.24	43
79	2013	AMAN	4-A2	4	5/24/2013	5/24/2013	0.888	32
80	2013	AMAN	48-A	48	5/24/2013	5/24/2013	2.283	45
81	2013	AMAN	17A-BA	17A	5/26/2013	5/26/2013	1.768	41
82	2013	AMAN	1A	1A	5/26/2013	5/26/2013	1.48	42
83	2013	AMAN	37	37	5/26/2013	5/26/2013	2.502	43
84	2013	AMAN	10	10	5/26/2013	5/26/2013	2.059	42
85	2013	AMAN	2	2	5/26/2013	5/26/2013	1.853	40
86	2013	AMAN	25-B	25	5/26/2013	5/26/2013	1.389	38
87	2013	AMAN	25	25	5/26/2013	5/26/2013	1.511	36
88	2013	AMAN	11	11	5/26/2013	5/26/2013	1.859	41
89	2013	AMAN	31-A	31	5/26/2013	5/26/2013	2.13	41
90	2013	AMAN	7A-B	7A	5/26/2013	5/26/2013	1.977	40
91	2013	AMAN	7-A	7	5/26/2013	5/26/2013	1.592	38
92	2013	AMAN	7-D	7	5/26/2013	5/26/2013	1.72	40
93	2013	AMAN	7-C	7	5/26/2013	5/26/2013	1.839	39
94	2013	AMAN	7-B	7	5/26/2013	5/26/2013	1.593	38
95	2013	AMAN	23	23	5/26/2013	5/26/2013	1.218	35
96	2013	AMAN	6A-C	6A	5/26/2013	5/26/2013	2.17	42
97	2013	AMAN	6A-A	6A	5/26/2013	5/26/2013	2.05	41
98	2013	AMAN	42-A	42	5/26/2013	5/26/2013	2.495	43
99	2013	AMAN	10-B	10	5/26/2013	5/26/2013	2.453	44
100	2013	AMAN	10-A	10	5/26/2013	5/26/2013	2.427	42
101	2013	AMAN	10-C	10	5/26/2013	5/26/2013	2.077	40
102	2013	AMAN	4	4	5/26/2013	5/26/2013	1.002	31
103	2013	AMAN	16	16	5/26/2013	5/26/2013	1.034	33
104	2013	AMAN	26	26	5/26/2013	5/26/2013	2.974	45
105	2013	AMAN	39-A	39	5/26/2013	5/26/2013	2.19	42
106	2013	AMAN	39-B	39	5/26/2013	5/26/2013	2.35	42
107	2013	AMAN	22	22	5/26/2013	5/26/2013	2.9	43
108	2013	AMAN	13	13	5/26/2013	5/26/2013	0.885	31
109	2013	AMAN	33	33	5/26/2013	5/26/2013	2.675	43
110	2013	AMAN	38	39	5/26/2013	5/26/2013	2.229	43
111	2013	AMAN	3	3	5/26/2013	5/26/2013	1.835	41
112	2013	AMAN	29	29	5/26/2013	5/26/2013	1.739	39
113	2013	AMAN	31-B	31	5/26/2013	5/26/2013	2.376	41
114	2013	AMAN	31-C	31	5/26/2013	5/26/2013	1.864	39
115	2013	AMAN	12-A	12	5/26/2013	5/26/2013	1.805	41
116	2013	AMAN	12-B	12	5/26/2013	5/26/2013	1.351	39
117	2013	AMAN	17A-A	17A	5/26/2013	5/26/2013	1.539	38
118	2013	AMAN	7A-A	7A	5/26/2013	5/26/2013	1.918	40
119	2013	AMAN	9	9	5/26/2013	5/26/2013	1.973	42
120	2013	AMAN	5A	5A	5/26/2013	5/26/2013	1.607	39
121	2013	AMAN	34	34	5/26/2013	5/26/2013	1.249	36
122	2013	AMAN	43	43	5/26/2013	5/26/2013	1.361	39
123	2013	AMAN	26-A	26	5/26/2013	5/26/2013	2.683	46
124	2013	AMAN	12-A	12	5/26/2013	5/26/2013	1.722	38
125	2013	AMAN	13-E	12	5/26/2013	5/26/2013	1.702	38
126	2013	AMAN	12-D	12	5/26/2013	5/26/2013	1.945	41
127	2013	AMAN	12-C	12	5/26/2013	5/26/2013	1.888	39
128	2013	AMAN	44-D	44	5/26/2013	5/27/2013	1.82	39
129	2013	AMAN	44-E2	44	5/26/2013	5/27/2013	1.82	40
130	2013	AMAN	50-C	50	5/26/2013	5/27/2013	2.58	43
131	2013	AMAN	50-B	50	5/26/2013	5/27/2013	3.21	46
132	2013	AMAN	28-A	28	5/26/2013	5/27/2013	1.68	39
133	2013	AMAN	28-B	28	5/26/2013	5/27/2013	2.14	39
134	2013	AMAN	11-B	11	5/26/2013	5/27/2013	2.2	41
135	2013	AMAN	28-C	28	5/26/2013	5/27/2013	1.92	39
136	2013	AMAN	5A-C	5A	5/26/2013	5/27/2013	1.63	38
137	2013	AMAN	5A-B	5A	5/26/2013	5/27/2013	1.97	41
138	2013	AMAN	33	33	5/26/2013	5/27/2013	2.52	42
139	2013	AMAN	22-A	22	5/26/2013	5/27/2013	2.74	45
140	2013	AMAN	34	34	5/26/2013	5/27/2013	1.42	37
141	2013	AMAN	11-A	11	5/26/2013	5/27/2013	2.07	40
142	2013	AMAN	25-C	25	5/26/2013	5/27/2013	1.79	39
143	2013	AMAN	25-B	25	5/26/2013	5/27/2013	1.7	42
144	2013	AMAN	44-A	44	5/26/2013	5/27/2013	3.23	49
145	2013	AMAN	25-D	25	5/26/2013	5/27/2013	1.7	42
146	2013	AMAN	23-B	23	5/26/2013	5/27/2013	1.62	43
147	2013	AMAN	19-A	19	5/26/2013	5/27/2013	1.24	40
148	2013	AMAN	29	29	5/26/2013	5/27/2013	2.07	43
149	2013	AMAN	20-C	20	5/26/2013	5/27/2013	1.56	42
150	2013	AMAN	47-A	47	5/26/2013	5/27/2013	2.61	48
151	2013	AMAN	32-I	32	5/26/2013	5/27/2013	0.65	32
152	2013	AMAN	28-A	28	5/26/2013	5/27/2013	1.79	42
153	2013	AMAN	29A-B	29	5/26/2013	5/27/2013	1.17	37
154	2013	AMAN	17A-A2	17A	5/26/2013	5/27/2013	1.9	41
155	2013	AMAN	20-D	20	5/26/2013	5/27/2013	1.54	40
156	2013	AMAN	20-E	20	5/26/2013	5/27/2013	1.77	42
157	2013	AMAN	17A-C	17A	5/26/2013	5/27/2013	1.7	42
158	2013	AMAN	17A-B	17A	5/26/2013	5/27/2013	2.03	42
159	2013	AMAN	44-C	44	5/26/2013	5/27/2013	1.67	41
160	2013	AMAN	3A-A	3A	5/26/2013	5/27/2013	1.42	39
161	2013	AMAN	19-B	19	5/26/2013	5/27/2013	1.24	37
162	2013	AMAN	19-C	19	5/26/2013	5/27/2013	1.33	40
163	2013	AMAN	44-B	44	5/26/2013	5/27/2013	1.82	42
164	2013	AMAN	19-E	19	5/26/2013	5/27/2013	1.6	42
165	2013	AMAN	19-SA	19	5/26/2013	5/27/2013	1.23	40
166	2013	AMAN	41-A	41	5/26/2013	5/27/2013	1.82	40
167	2013	AMAN	22-A	22	5/26/2013	5/27/2013	3.48	50
168	2013	AMAN	50-A	50	5/26/2013	5/27/2013	2.37	44
169	2013	AMAN	17A-D	17A	5/26/2013	5/27/2013	1.81	41
170	2013	AMAN	3-I	3	5/26/2013	5/27/2013	2.01	46
171	2013	AMAN	25-E	25	5/26/2013	5/27/2013	1.52	42
172	2013	AMAN	27-B	27	5/26/2013	5/27/2013	2.33	45
173	2013	AMAN	39-B	39	5/26/2013	5/27/2013	1.82	41
174	2013	AMAN	42-B	42	5/26/2013	5/27/2013	1.69	40
175	2013	AMAN	43	43	5/26/2013	5/27/2013	1.38	37
176	2013	AMAN	8A-D	8A	5/26/2013	5/27/2013	1.63	39
177	2013	AMAN	44-C2	44	5/26/2013	5/27/2013	3.23	50
178	2013	AMAN	19A	19A	5/26/2013	5/27/2013	2.24	45
179	2013	AMAN	10-I	10	5/26/2013	5/27/2013	2.41	45
180	2013	AMAN	39-A	39	5/26/2013	5/27/2013	1.88	41
181	2013	AMAN	25-A	25	5/26/2013	5/27/2013	1.61	40
182	2013	AMAN	12-B	12	5/26/2013	5/27/2013	1.37	38
183	2013	AMAN	45-I	45	5/26/2013	5/27/2013	3.03	48
184	2013	AMAN	8	8	5/26/2013	5/27/2013	2.65	45
185	2013	AMAN	42-D	42	5/26/2013	5/27/2013	1.87	41
186	2013	AMAN	24	24	5/26/2013	5/27/2013	2.51	45
187	2013	AMAN	27-A	27	5/26/2013	5/27/2013	2.49	46
188	2013	AMAN	8A-E	8A	5/26/2013	5/27/2013	1.62	41
189	2013	AMAN	26-B	26	5/26/2013	5/27/2013	2.55	46
190	2013	AMAN	42-C	42	5/26/2013	5/27/2013	2.42	48
191	2013	AMAN	8A-B	8A	5/26/2013	5/27/2013	1.78	42
192	2013	AMAN	40-B	40	5/26/2013	5/27/2013	2.29	43
193	2013	AMAN	37-A	37	5/26/2013	5/27/2013	2.47	46
194	2013	AMAN	44-B	44	5/26/2013	5/27/2013	3.35	47
195	2013	AMAN	18	18	5/26/2013	5/27/2013	2.85	45
196	2013	AMAN	8A-C	8A	5/26/2013	5/27/2013	1.63	40
197	2013	AMAN	37-C	37	5/26/2013	5/27/2013	2.9	48
198	2013	AMAN	4A-C	4A	5/26/2013	5/27/2013	1.36	37
199	2013	AMAN	15-A	15	5/26/2013	5/27/2013	2.39	45
200	2013	AMAN	40-C	40	5/26/2013	5/27/2013	2.48	43
201	2013	AMAN	4A-A	4A	5/26/2013	5/27/2013	1.71	39
202	2013	AMAN	15-B	15	5/26/2013	5/27/2013	2.11	43
203	2013	AMAN	1A-B	1A	5/26/2013	5/27/2013	1.22	39
204	2013	AMAN	40-A	40	5/26/2013	5/27/2013	1.78	40
205	2013	AMAN	1A-A	1A	5/26/2013	5/27/2013	1.15	35
206	2013	AMAN	28-B	28	5/26/2013	5/27/2013	1.53	40
207	2013	AMAN	22-B	22	5/26/2013	5/27/2013	3.23	47
208	2013	AMAN	37-B	37	5/26/2013	5/27/2013	3.08	46
209	2013	AMAN	4A-B	4A	5/26/2013	5/27/2013	1.71	42
210	2013	AMAN	29A-A	29	5/26/2013	5/27/2013	1.33	36
211	2013	AMAN	3A-B	3A	5/26/2013	5/27/2013	1.6	38
212	2013	AMAN	47-B	47	5/26/2013	5/27/2013	3.05	45
213	2013	AMAN	28-C2	28	5/26/2013	5/27/2013	1.6	41
214	2013	AMAN	44-E2A	44	5/26/2013	5/27/2013	3.72	51
215	2013	AMAN	5A-A	5A	5/26/2013	5/27/2013	1.54	38
216	2013	AMAN	8A-A	8A	5/26/2013	5/27/2013	1.85	40
217	2013	AMAN	3A-G	3A	5/26/2013	5/27/2013	1.44	40
218	2013	AMAN	44-D	44	5/26/2013	5/27/2013	3.99	49
219	2013	AMAN	18A	18A	5/26/2013	5/27/2013	2.07	42
220	2013	AMAN	3A-C	3A	5/26/2013	5/27/2013	1.51	39
221	2013	AMAN	28-D	28	5/26/2013	5/27/2013	1.63	41
222	2013	AMAN	8A-F	8A	5/26/2013	5/27/2013	1.86	42
223	2013	AMAN	6A-B	6A	5/26/2013	5/27/2013	2.32	46
224	2013	AMAN	22-C	22	5/26/2013	5/27/2013	2.87	47
225	2013	AMAN	3A-D	3A	5/26/2013	5/27/2013	1.55	38
226	2013	AMAN	20A	20A	5/26/2013	5/27/2013	1.61	42
227	2013	AMAN	8-A	8	5/26/2013	5/27/2013	2.81	45
228	2013	AMAN	1A-I	1A	5/26/2013	5/27/2013	1.57	39
229	2013	AMAN	11-A	11	5/28/2013	5/28/2013	2.1	45
230	2013	AMAN	11-B	11	5/28/2013	5/28/2013	1.98	43
231	2013	AMAN	19A	19A	5/28/2013	5/28/2013	2.06	45
232	2013	AMAN	1-A	1	5/28/2013	5/28/2013	1.45	43
233	2013	AMAN	3A	3A	5/28/2013	5/28/2013	1.44	42
234	2013	AMAN	36-B	36	5/28/2013	5/28/2013	2.85	50
235	2013	AMAN	36-A	36	5/28/2013	5/28/2013	2.64	48
236	2013	AMAN	14-A	14	5/28/2013	5/28/2013	2.99	45
237	2013	AMAN	19-A	19	5/28/2013	5/28/2013	1.21	40
238	2013	AMAN	19-B	19	5/28/2013	5/28/2013	1.14	37
239	2013	AMAN	28-A	28	5/28/2013	5/28/2013	1.52	42
240	2013	AMAN	28-B	28	5/28/2013	5/28/2013	1.68	45
241	2013	AMAN	12A	12A	5/28/2013	5/28/2013	0.98	37
242	2013	AMAN	18A-A	18A	5/28/2013	5/28/2013	1.85	44
243	2013	AMAN	4-A	4	5/28/2013	5/28/2013	0.84	34
244	2013	AMAN	9-A	9	5/28/2013	5/28/2013	1.87	42
245	2013	AMAN	19A-A	19A	5/28/2013	5/28/2013	2.05	42
246	2013	AMAN	8	8	5/28/2013	5/28/2013	2.33	46
247	2013	AMAN	13	13	5/28/2013	5/28/2013	1	37
248	2013	AMAN	41-B	41	5/28/2013	5/28/2013	1.74	43
249	2013	AMAN	5A	5A	5/28/2013	5/28/2013	1.55	43
250	2013	AMAN	10A	10A	5/28/2013	5/28/2013	1.13	37
251	2013	AMAN	43-E	43	5/28/2013	5/28/2013	1.28	42
252	2013	AMAN	43-H	43	5/28/2013	5/28/2013	1.22	38
253	2013	AMAN	43-B	43	5/28/2013	5/28/2013	1.35	38
254	2013	AMAN	43-C	43	5/28/2013	5/28/2013	1.2	38
255	2013	AMAN	19A-B	19	5/28/2013	5/28/2013	1.66	41
256	2013	AMAN	25-A	25	5/28/2013	5/28/2013	1.64	44
257	2013	AMAN	25-B	25	5/28/2013	5/28/2013	1.46	43
258	2013	AMAN	4-C	4	5/28/2013	5/28/2013	0.7	34
259	2013	AMAN	43-D	43	5/28/2013	5/28/2013	1.27	38
260	2013	AMAN	4-B	4	5/28/2013	5/28/2013	0.9	37
261	2013	AMAN	18A-B	18A	5/28/2013	5/28/2013	2.03	44
262	2013	AMAN	43-I	43	5/28/2013	5/28/2013	1.35	41
263	2013	AMAN	25-C	25	5/28/2013	5/28/2013	1.46	39
264	2013	AMAN	43-F	43	5/28/2013	5/28/2013	1.38	42
