ID,Date,Pic Date,Pic Time,Arm          Left Upper,Arm          Left Lower,Arm          Right Upper,Arm          Right Lower,Leg             Left Upper,Leg             Left Lower,Leg             Right Upper,Leg             Right Lower,Head               Length,Head Width,Trunk Length,Trunk Width,Tail Length,Tail Width,Pic.Num
8A-D,5/26/2013,6/29/2013,10:17,3.952546647,4.490578248,4.230329774,4.158270073,2.540117517,5.000104099,2.728285176,4.19430626,13.02469105,7.047273657,23.94744264,7.467948045,31.66823093,4.538396633,1
8A-E,5/26/2013,6/29/2013,11:11,4.451360691,4.465927227,4.04967616,4.236824872,2.883020985,4.946345823,3.566175823,4.632943449,13.13161719,8.137487389,23.60881583,6.933064258,32.74069547,4.580729418,1
8A-F,5/26/2013,6/29/2013,11:18,3.993756377,4.24660017,4.788221591,3.966697997,2.6528447,4.969805731,3.070407953,4.799662696,13.83818026,7.767555664,25.91244709,8.66316628,35.24756312,4.594014475,1
9A,6/7/2013,6/29/2013,15:54,3.284437547,3.626784802,3.628239518,3.126533224,2.56210636,3.090491385,2.277193448,3.622862956,10.18411788,6.621632201,16.92340524,5.358859953,20.13400333,3.294787398,1
9A-A,5/28/2013,6/29/2013,12:53,3.686299635,4.002,3.959899494,3.778889255,2.718603318,3.365398045,2.454038305,3.691748231,11.34584223,6.81299611,17.33343304,5.152970406,18.61966971,3.158512466,1
9A-A,6/5/2013,6/29/2013,15:15,3.200707734,3.70093191,4.095945922,3.292087028,2.052015594,2.474134394,2.117982531,3.124619977,10.18902665,6.372800013,17.50038471,5.847675863,18.11615922,3.374854071,1
9A-B,6/5/2013,6/29/2013,14:47,3.679543993,3.577008387,4.528169829,3.923230939,2.416221223,3.163214346,2.186967078,3.379596722,10.01924553,6.865682777,18.96527429,5.647649511,21.9029509,3.311228473,1
9A-B,6/9/2013,6/29/2013,12:03,3.997677451,3.482380938,3.14,3.679997962,2.171068401,3.376664775,2.084641456,4.122916443,9.735577281,6.836365774,18.14335529,6.20619078,20.86515873,4.029556799,1
9-B,6/5/2013,6/29/2013,15:26,3.984060743,4.584811883,4.425095818,4.55838184,2.404795625,4.840244829,3.107871941,5.582462987,12.2487221,7.854285773,25.70642015,9.120238813,35.0695288,5.402272948,1
9-C,6/5/2013,6/29/2013,15:28,4.147042922,3.49894727,4.1158456,4.483866635,3.079166283,4.31681086,3.70610213,5.009047814,11.93809474,7.872549333,24.88581879,7.639144586,33.60405644,5.175202798,1
9-F,6/5/2013,6/29/2013,19:16,3.967300972,4.053683017,3.834632316,4.038744483,2.713448912,4.325830556,2.628525442,4.966230865,11.10979613,7.168762864,20.7902512,7.244221007,28.62047912,4.59182099,1
10A,6/7/2013,6/29/2013,14:57,4.028451812,4.409838546,3.755391458,3.972599401,2.701599896,4.305598681,2.587246413,4.9651862,11.4270063,7.58652918,22.12588586,6.739659487,27.70776444,3.805849839,1
10A,6/11/2013,6/29/2013,19:09,3.938304838,3.82782719,3.615328477,3.995481072,3.115208179,5.032261221,2.52678155,3.994153853,10.44862024,7.445149898,21.4032847,7.868151752,27.2285778,4.824796161,1
10A-A,6/5/2013,6/29/2013,15:17,3.808339533,3.802831182,4.227445801,3.865100904,3.118541486,4.528016343,2.50134144,4.898249483,10.60913729,7.227349445,21.69730218,8.498191455,27.84873557,3.877469536,1
10A-A,6/7/2013,6/29/2013,15:50,3.562,3.850073376,4.001826208,3.831142127,2.194664439,4.156879839,2.848521371,4.493021812,10.76199949,7.267270739,21.75276132,6.969981994,24.99860702,4.111001095,1
